Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 01-13,Amara similata,6,484
Insectendoos 01-13,Amara ovata,3,485
Insectendoos 01-13,Amara montivaga,7,486
Insectendoos 01-13,Amara nitida,1,487
Insectendoos 01-13,Amara convexior,8,488
Insectendoos 01-13,Amara communis,5,489
Insectendoos 01-13,Amara curta,9,490
Insectendoos 01-13,Amara lunicollis,5,491
Insectendoos 01-13,Amara aenea,10,492
Insectendoos 01-13,Amara eyrinota,3,493
Insectendoos 01-13,Amara spreta,3,494
Insectendoos 01-13,Amara famelica,4,495
Insectendoos 01-13,Amara familiaris,7,496
Insectendoos 01-13,Amara anthobia,10,497
Insectendoos 01-13,Amara lucida,4,498
Insectendoos 01-13,Amara tibialis,1,499
Insectendoos 01-13,Amara quenseli,6,500
Insectendoos 01-13,Amara ingenua,1,501
Insectendoos 01-13,Amara fusca,1,502
Insectendoos 01-13,Amara cursitans,1,503
Insectendoos 01-13,Amara bifrons,10,504
Insectendoos 01-13,Amara infima,7,505
Insectendoos 01-13,Amara brunnea,1,506
Insectendoos 01-13,Amara fulva,7,507
Insectendoos 01-13,Amara consularis,12,508
Insectendoos 01-13,Amara majuscula,1,509
Insectendoos 01-13,Amara apricaria,1,510
Insectendoos 01-13,Amara aulica,4,511
Insectendoos 01-13,Amara convexiuscula,8,512
Insectendoos 01-13,Amara equestris,2,513
Insectendoos 01-13,Amara alpestris,2,514
Insectendoos 01-13,Amara eximia,1,515
Insectendoos 01-13,Amara montana,12,516
Insectendoos 01-14,Chlaenius spoliatus,6,517
Insectendoos 01-14,Chlaenius festivus,8,518
Insectendoos 01-14,Chlaenius velutinus,6,519
Insectendoos 01-14,Chlaenius tristis,6,520
Insectendoos 01-14,Chlaenius nigricornis,12,521
Insectendoos 01-14,Chlaenius nitidulus,4,522
Insectendoos 01-14,Chlaenius tibialis,2,523
Insectendoos 01-14,Chlaenius vestitus,8,524
Insectendoos 01-14,Chlaenius aeneocephalus,2,525
Insectendoos 01-14,Chlaenius dives,2,526
Insectendoos 01-14,Chlaenius flavipes,9,527
Insectendoos 01-14,Callistus lunatus,3,528
Insectendoos 01-14,Oodes helopiodes,8,529
Insectendoos 01-14,Oodes gracilis,2,530
Insectendoos 01-14,Licinus hoffmannseggi,2,531
Insectendoos 01-14,Licinus silphoides,1,532
Insectendoos 01-14,Licinus punctatulus,1,533
Insectendoos 01-14,Badister unipustulatus,4,534
Insectendoos 01-14,Badister bullatus,8,535
Insectendoos 01-14,Badister elacertosus,2,536
Insectendoos 01-14,Badister meridionalis,1,537
Insectendoos 01-14,Badister sodalis,3,538
Insectendoos 01-14,Badister dilatatus,2,539
Insectendoos 01-14,Badister peltatus,8,540
Insectendoos 01-14,Badister anomalus,1,541
Insectendoos 01-14,Panagaeus crucmajor,10,542
Insectendoos 01-14,Panagaeus bipustulatus,4,543
Insectendoos 01-14,Odacantha melanura,10,544
Insectendoos 01-14,Masoreus wetterhalli,4,545
Insectendoos 01-14,Lebia chlorocephala,8,546
Insectendoos 01-14,Lebia cyanocephala,12,547
Insectendoos 01-14,Lebia rufipes,1,548
Insectendoos 01-14,Lebia cruxminor,12,549
Insectendoos 01-14,Lebia trimaculata,12,550
Insectendoos 01-14,Lebia lepida,1,551
Insectendoos 01-14,Demetrias atricapillus,6,552
Insectendoos 01-14,Demetrias monostigma,10,553
Insectendoos 01-14,Demetrias imperialis,5,554
Insectendoos 01-14,Cymindis humeralis,4,555
Insectendoos 01-14,Cymindis axillaris,11,556
Insectendoos 01-14,Cymindis lineata,12,557
Insectendoos 01-14,Cymindis coadunata,7,558
Insectendoos 01-14,Cymindis ornata,1,559
Insectendoos 01-14,Cymindis macularis,2,560
Insectendoos 01-14,Cymindis vaporariorum,5,561
Insectendoos 01-14,Cymindis angularis,1,562
Insectendoos 01-14,Cymindis variolosa,12,563
Insectendoos 01-14,Cymindis corax,3,564
Insectendoos 01-14,Platytarus famini,2,565
Insectendoos 01-15,Dromius longiceps,1,566
Insectendoos 01-15,Dromius linearis,9,567
Insectendoos 01-15,Dromius agilis,1,568
Insectendoos 01-15,Dromius angustus,2,569
Insectendoos 01-15,Dromius schneideri,1,570
Insectendoos 01-15,Dromius fenestratus,1,571
Insectendoos 01-15,Dromius quadrimaculatus,9,572
Insectendoos 01-15,Dromius spilotus,7,573
Insectendoos 01-15,Dromius bifasciatus,2,574
Insectendoos 01-15,Dromius sigma,3,575
Insectendoos 01-15,Dromius melanocephalus,10,576
Insectendoos 01-15,Syntomus obscuroguttatus,4,577
Insectendoos 01-15,Syntomus fuscomaculatus,12,578
Insectendoos 01-15,Syntomus foveatus,5,579
Insectendoos 01-15,Syntomus truncatellus,7,580
Insectendoos 01-15,Lionychus quadrillum,8,581
Insectendoos 01-15,Lionychus albonotatus,3,582
Insectendoos 01-15,Microlestes minutulus,1,583
Insectendoos 01-15,Microlestes maurus,8,584
Insectendoos 01-15,Microlestes corticalis,3,585
Insectendoos 01-15,Microlestes luctuosus,9,586
Insectendoos 01-15,Polystichus connexus,3,587
Insectendoos 01-15,Drypta dentata,2,588
Insectendoos 01-15,Drypta distincta,1,589
Insectendoos 01-15,Brachinus crepitans,10,590
Insectendoos 01-15,Brachinus ganglbaueri,3,591
Insectendoos 01-15,Brachinus bodemeyeri,1,592
Insectendoos 01-15,Brachinus explodens,9,593
Insectendoos 01-15,Brachinus sclopeta,10,594
Insectendoos 01-15,Brachinus plagiatus,3,595
Insectendoos 01-15,Brachinus ejaculans,1,596
Insectendoos 01-15,Brachinus nigricorne,2,597
Insectendoos 01-15,Brachinus immaculicornis,1,598
Insectendoos 01-15,Brachinus exhalans,18,599
Insectendoos 01-15,Brachinus humeralis,1,600
Insectendoos 01-15,Brachinus brevicollis,1,601
Insectendoos 01-15,Brachinus psophia,1,602
Insectendoos 01-15,Brachinus bayardi,9,603
Insectendoos 01-15,Aptinus bombarda,8,604
Insectendoos 01-15,Aptinus displosor,2,605
Insectendoos 01-15,Aptinus pyrenaeus,2,606
Insectendoos 01-15,Aptinus alpinus,15,607
Insectendoos 01-15,Aptinus cordicollis,10,608
Insectendoos 01-15,Pheropsophus hispanicus,2,609
Insectendoos 01-15,Pseudotrechus mutilatus,1,610
Insectendoos 01-15,Apristus subaeneus,5,611
Insectendoos 02-01,Macroplea appendiculata,1,612
Insectendoos 02-01,Macroplea mutica,2,613
Insectendoos 02-01,Donacia clavipes,8,614
Insectendoos 02-01,Donacia appendiculata,6,615
Insectendoos 02-01,Donacia crassipes,5,616
Insectendoos 02-01,Donacia dentata,7,617
Insectendoos 02-01,Donacia versicolorea,1,618
Insectendoos 02-01,Donacia semicuprea,8,619
Insectendoos 02-01,Donacia malinowsky,1,620
Insectendoos 02-01,Donacia fennica,1,621
Insectendoos 02-01,Donacia sparganii,1,622
Insectendoos 02-01,Donacia aquatica,9,623
Insectendoos 02-01,Donacia impressa,4,624
Insectendoos 02-01,Donacia brevicornis,1,625
Insectendoos 02-01,Donacia marginata,10,626
Insectendoos 02-01,Donacia bicolor,10,627
Insectendoos 02-01,Donacia thalassina,8,628
Insectendoos 02-01,Donacia vulgaris,4,629
Insectendoos 02-01,Donacia simplex,10,630
Insectendoos 02-01,Donacia cinerea,8,631
Insectendoos 02-01,Donacia polita,2,632
Insectendoos 02-01,Plateumaris sericea,8,633
Insectendoos 02-01,Plateumaris braccata,7,634
Insectendoos 02-01,Plateumaris consimilis,8,635
Insectendoos 02-01,Plateumaris affinis,10,636
Insectendoos 02-01,Plateumaris rustica,9,637
Insectendoos 02-01,Orsodacne cerasi,3,638
Insectendoos 02-01,Zeugophora scutellaris,1,639
Insectendoos 02-01,Zeugophora subspinosa,8,640
Insectendoos 02-01,Zeugophora flavicollis,1,641
Insectendoos 02-01,Lema erichsoni,1,642
Insectendoos 02-01,Lema cyanella,1,643
Insectendoos 02-01,Lema lichinis,8,644
Insectendoos 02-01,Lema melanopus,8,645
Insectendoos 02-01,Lema dufschmidi,2,646
Insectendoos 02-01,Crioceris 12-punctata,10,647
Insectendoos 02-01,Crioceris 14-punctata,1,648
Insectendoos 02-01,Crioceris macilenta,1,649
Insectendoos 02-01,Crioceris asparagi,10,650
Insectendoos 02-01,Crioceris paracenthesis,1,651
Insectendoos 02-01,Lilioceris lilii,8,652
Insectendoos 02-01,Lilioceris merdigera,4,653
Insectendoos 02-01,Lilioceris tibialis,2,654
Insectendoos 02-01,Labiostomis dicipiens,10,655
Insectendoos 02-01,Labidostomis mesopotamica,8,656
Insectendoos 02-01,Labidostomis lucida,7,657
Insectendoos 02-01,Labidostomis longimana,10,658
Insectendoos 02-01,Labidostomis cyanicornis,1,659
Insectendoos 02-01,Labidostomis taxicornis,1,660
Insectendoos 02-01,Labidostomis lusitanica,2,661
Insectendoos 02-01,Macrolenes dentipes,18,662
Insectendoos 02-01,Tituboea biguttata,1,663
Insectendoos 02-01,Tituboea macropus,10,664
Insectendoos 02-01,Lachnea italica,8,665
Insectendoos 02-01,Lachnea pubescens,8,666
Insectendoos 02-01,Lachnea tristigma,7,667
Insectendoos 02-01,Lachnea vicina,2,668
Insectendoos 02-01,Lachnea orientalis,4,669
Insectendoos 02-01,Lachnea sexpunctata,5,670
Insectendoos 03-01,Bolitophagus reticulatus,14,671
Insectendoos 03-01,Diaperis boleti,12,672
Insectendoos 03-01,Scaphidema metallicus,4,673
Insectendoos 03-01,Crypticus quisquilius,2,674
Insectendoos 03-01,Eledona agaricola,2,675
Insectendoos 03-01,Hupophleus unicolor,7,676
Insectendoos 03-01,Hupophleus bicolor,1,677
Insectendoos 03-01,Hupophleus fraxini,1,678
Insectendoos 03-01,Palorus ratzeburgi,2,679
Insectendoos 03-01,Tribolium madens,1,680
Insectendoos 03-01,Phtora crenata,10,681
Insectendoos 03-01,Tenebrio molitor,8,682
Insectendoos 03-01,Alphitobius diaperinus,4,683
Insectendoos 03-01,Uloma culinaris,1,684
Insectendoos 03-01,Uloma perroudi,6,685
Insectendoos 03-01,Menephilus cylindricus,3,686
Insectendoos 03-01,Cossyphus dejaeni,1,687
Insectendoos 03-01,Cossyphus hoffmannseggi,2,688
Insectendoos 03-01,Cossyphus tauricus,9,689
Insectendoos 03-01,Enoplopus velikensis,6,690
Insectendoos 03-01,Gnathocerus cornutus,14,691
Insectendoos 03-01,Laena ganglbaueri,1,692
Insectendoos 03-01,Halammobia pellucida,1,693
Insectendoos 03-01,Phaleria provincialis,2,694
Insectendoos 03-01,Phaleria bimaculata,21,695
Insectendoos 03-01,Phaleria cadaverina,6,696
Insectendoos 03-01,Phaleria acuminata,10,697
Insectendoos 03-01,Raiboscelis corvinus,1,698
Insectendoos 03-01,Raiboscelis coelestinus,5,699
Insectendoos 03-01,Raiboscelis azureus,2,700
Insectendoos 03-02,Cylindronotus laevioctostriatus,12,701
Insectendoos 03-02,Cylindronotus convexus,2,702
Insectendoos 03-02,Cylindronotus dermestoides,1,703
Insectendoos 03-02,Stenomax aeneus,1,704
Insectendoos 03-02,Probaticus anthracinus,3,705
Insectendoos 03-02,Probaticus morio,10,706
Insectendoos 03-02,Belopus elongatus,1,707
Insectendoos 03-02,Zophosis osmanlis,1,708
Insectendoos 03-02,Zophosis punctata,21,709
Insectendoos 03-02,Zophosis bicarinata,10,710
Insectendoos 03-02,Zophosis minuta,1,711
Insectendoos 03-02,Stenosis sulcata,2,712
Insectendoos 03-02,Stenosis longipilis,1,713
Insectendoos 03-02,Stenosis quadricollis,3,714
Insectendoos 03-02,Stenosis sardoa,1,715
Insectendoos 03-02,Isocerus purpurascens,1,716
Insectendoos 03-02,Hegeter tristis,1,717
Insectendoos 03-02,Hegeter glaber,3,718
Insectendoos 03-02,Hegeter costipennis,8,719
Insectendoos 03-02,Hegeter impressus,20,720
Insectendoos 03-02,Heliotaurus sanguinicollis,3,721
Insectendoos 03-03,Trox perlatus,3,722
Insectendoos 03-03,Trox scaber,5,723
Insectendoos 03-03,Trox sabulosus,1,724
Insectendoos 03-03,Trox hispidus,1,725
Insectendoos 03-03,Trox fabricii,1,726
Insectendoos 03-03,Odontaeus armiger,1,727
Insectendoos 03-03,Bolbelasmus gallicus,2,728
Insectendoos 03-03,Ceratophyus hoffmannseggi,2,729
Insectendoos 03-03,Typhoeus typhoeus,8,730
Insectendoos 03-03,Typhoeus fossor,1,731
Insectendoos 03-03,Geotrupes mutator,2,732
Insectendoos 03-03,Geotrupes niger,6,733
Insectendoos 03-03,Geotrupes spiniger,4,734
Insectendoos 03-03,Geotrupes stercorarius,3,735
Insectendoos 03-03,Geotrupes stercorosus,6,736
Insectendoos 03-03,Geotrupes alpinus,2,737
Insectendoos 03-03,Geotrupes vernalis,6,738
Insectendoos 03-03,Geotrupes pyrenaeus,6,739
Insectendoos 03-03,Thorectus geminaticus,2,740
Insectendoos 03-03,Thorectus albaracinus,2,741
Insectendoos 03-03,Thorectus intermedius,3,742
Insectendoos 03-03,Lethrus apterus,1,743
Insectendoos 03-03,Scarabaeus armeniacus,9,744
Insectendoos 03-03,Scarabaeus sacer,5,745
Insectendoos 03-03,Scarabaeus pius,4,746
Insectendoos 03-03,Scarabaeus cicatricosus,2,747
Insectendoos 03-03,Scarabaeus typhon,3,748
Insectendoos 03-03,Scarabaeus laticollis,4,749
Insectendoos 03-03,Scarabaeus semipunctatus,5,750
Insectendoos 03-03,Gymnopleurus geoffroyi,6,751
Insectendoos 03-03,Gymnopleurus mopsus,4,752
Insectendoos 03-03,Gymnopleurus sturmi,1,753
Insectendoos 03-03,Gymnopleurus flagellatus,4,754
Insectendoos 03-03,Onitocellus festivus,6,755
Insectendoos 03-03,Onitocellus fulvus,10,756
Insectendoos 03-03,Onitocellus pallens,1,757
Insectendoos 03-03,Onitocellus pallipes,10,758
Insectendoos 03-03,Copris lunaris,6,759
Insectendoos 03-03,Copris hispanus,7,760
Insectendoos 03-03,Chironitis pamphilus,1,761
Insectendoos 03-03,Chironitis irroratus,3,762
Insectendoos 03-03,Chironitis furcifer,6,763
Insectendoos 03-03,Chironitis haroldi,3,764
Insectendoos 03-03,Onitis ion,1,765
Insectendoos 03-03,Onitis damoetas,2,766
Insectendoos 03-03,Onitis belial,4,767
Insectendoos 03-03,Onitis alexis,12,768
Insectendoos 03-03,Onitis humerosus,6,769
Insectendoos 03-03,Caccobius schreberi,7,770
Insectendoos 03-03,Caccobius histeroides,18,771
Insectendoos 03-03,Caccobius sordidus,2,772
Insectendoos 03-03,Bubas bison,3,773
Insectendoos 03-03,Bubas bubalus,2,774
Insectendoos 03-03,Sisyphus schaefferi,5,775
Insectendoos 03-04,Onthophagus amythae,8,776
Insectendoos 03-04,Onthophagus gibbosus,8,777
Insectendoos 03-04,Onthophagus taurus,10,778
Insectendoos 03-04,Onthophagus vitulus,1,779
Insectendoos 03-04,Onthophagus verticicornis,10,780
Insectendoos 03-04,Onthophagus ruficapillus,12,781
Insectendoos 03-04,Onthophagus grossepunctatus,5,782
Insectendoos 03-04,Onthophagus ovatus,11,783
Insectendoos 03-04,Onthophagus joannae,2,784
Insectendoos 03-04,Onthophagus furcatus,10,785
Insectendoos 03-04,Onthophagus lucidus,3,786
Insectendoos 03-04,Onthophagus lemur,3,787
Insectendoos 03-04,Onthophagus nuchicornis,2,788
Insectendoos 03-04,Onthophagus vaccai,10,789
Insectendoos 03-04,Onthophagus gibbulus,2,790
Insectendoos 03-04,Onthophagus fracticornis,5,791
Insectendoos 03-04,Onthophagus fissirostris,1,792
Insectendoos 03-04,Onthophagus similis,10,793
Insectendoos 03-04,Onthophagus coenobita,10,794
Insectendoos 03-04,Onthophagus illyricus,2,795
Insectendoos 03-04,Onthophagus punctatus,3,796
Insectendoos 03-04,Onthophagus baraudi,2,797
Insectendoos 03-04,Onthophagus opacicollis,10,798
Insectendoos 03-04,Onthophagus andalusicus,1,799
Insectendoos 03-04,Onthophagus truchmenus,8,800
Insectendoos 03-04,Onthophagus stylocerus,2,801
Insectendoos 03-04,Onthophagus atramentarius,1,802
Insectendoos 03-04,Onthophagus crocatus,1,803
Insectendoos 03-04,Onthophagus novaki,1,804
Insectendoos 03-04,Onthophagus marginalis,1,805
Insectendoos 03-04,Onthophagus aleppensis,1,806
Insectendoos 03-04,Onthophagus leucostigma,1,807
Insectendoos 03-04,Onthophagus sacharovskii,1,808
Insectendoos 03-04,Onthophagus suturellus,5,809
Insectendoos 03-04,Oxyomus silvestris,8,810
Insectendoos 03-04,Hybosorus arator,5,811
Insectendoos 03-04,Aegialia arenaria,15,812
Insectendoos 03-04,Aphodius erraticus,10,813
Insectendoos 03-04,Aphodius subterraneus,3,814
Insectendoos 03-04,Aphodius scrutator,8,815
Insectendoos 03-04,Aphodius fossor,8,816
Insectendoos 03-04,Aphodius haemorrhoidalis,10,817
Insectendoos 03-04,Aphodius brevis,1,818
Insectendoos 03-04,Aphodius elevatus,2,819
Insectendoos 03-04,Aphodius hydrochoeris,1,820
Insectendoos 03-04,Aphodius arenarius,1,821
Insectendoos 03-04,Aphodius rufipes,8,822
Insectendoos 03-04,Aphodius luridus,8,823
Insectendoos 03-04,Aphodius depressus,10,824
Insectendoos 03-04,Aphodius laticollis,5,825
Insectendoos 03-04,Aphodius mixtus,3,826
Insectendoos 03-04,Aphodius dentatus,4,827
Insectendoos 03-04,Aphodius equestris,1,828
Insectendoos 03-04,Aphodius castaneus,2,829
Insectendoos 03-04,Aphodius satellitus,2,830
Insectendoos 03-04,Aphodius zenkeri,8,831
Insectendoos 03-04,Aphodius pusillus,8,832
Insectendoos 03-04,Aphodius coenosus,10,833
Insectendoos 03-04,Aphodius paracoenosus,2,834
Insectendoos 03-04,Aphodius quadriguttatus,7,835
Insectendoos 03-04,Aphodius quadrimaculatus,1,836
Insectendoos 03-04,Aphodius biguttatus,3,837
Insectendoos 03-04,Aphodius sticticus,3,838
Insectendoos 03-04,Aphodius conspurcatus,2,839
Insectendoos 03-04,Aphodius distinctus,4,840
Insectendoos 03-04,Aphodius melanostictus,2,841
Insectendoos 03-04,Aphodius paykulli,3,842
Insectendoos 03-04,Aphodius obliteratus,1,843
Insectendoos 03-04,Aphodius lineolatus,5,844
Insectendoos 03-04,Aphodius contaminatus,8,845
Insectendoos 03-04,Aphodius reyi,2,846
Insectendoos 03-04,Aphodius sphacelatus,2,847
Insectendoos 03-04,Aphodius prodromus,8,848
Insectendoos 03-04,Aphodius consputus,1,849
Insectendoos 03-04,Aphodius bonnairei,1,850
Insectendoos 03-04,Aphodius obscurus,3,851
Insectendoos 03-04,Aphodius thermicola,2,852
Insectendoos 03-04,Aphodius porcus,1,853
Insectendoos 03-04,Aphodius scrofa,5,854
Insectendoos 03-04,Aphodius merdarius,5,855
Insectendoos 03-04,Aphodius tersus,1,856
Insectendoos 03-04,Aphodius conjugatus,2,857
Insectendoos 03-04,Aphodius foetidus,9,858
Insectendoos 03-04,Aphodius fimetarius,8,859
Insectendoos 03-04,Aphodius foetens,17,860
Insectendoos 03-04,Aphodius gibbus,10,861
Insectendoos 03-04,Aphodius fasciatus,1,862
Insectendoos 03-04,Aphodius piceus,1,863
Insectendoos 03-04,Aphodius ater,8,864
Insectendoos 03-04,Aphodius satyrus,2,865
Insectendoos 03-04,Aphodius constans,9,866
Insectendoos 03-04,Aphodius borealis,4,867
Insectendoos 03-04,Aphodius nemoralis,1,868
Insectendoos 03-04,Aphodius pyrenaeus,1,869
Insectendoos 03-05,Aphodius immundus,3,867
Insectendoos 03-05,Aphodius sordidus,6,868
Insectendoos 03-05,Aphodius ictericus,3,869
Insectendoos 03-05,Aphodius hardimaouensis,10,870
Insectendoos 03-05,Aphodius rufus,8,871
Insectendoos 03-05,Aphodius lugens,5,872
Insectendoos 03-05,Aphodius alpinus,10,873
Insectendoos 03-05,Aphodius corvinus,1,874
Insectendoos 03-05,Aphodius sturmi,3,875
Insectendoos 03-05,Aphodius plagiatus,1,876
Insectendoos 03-05,Aphodius brignolii,10,877
Insectendoos 03-05,Aphodius varians,6,878
Insectendoos 03-05,Aphodius vitellinus,3,879
Insectendoos 03-05,Aphodius niger,1,880
Insectendoos 03-05,Aphodius kraatzi,1,881
Insectendoos 03-05,Aphodius lividus,2,882
Insectendoos 03-05,Aphodius granarius,8,883
Insectendoos 03-05,Aphodius vittatus,10,884
Insectendoos 03-05,Aphodius franzinii,2,885
Insectendoos 03-05,Aphodius nanus,1,886
Insectendoos 03-05,Aphodius syriacus,3,887
Insectendoos 03-05,Aphodius lapponum,1,888
Insectendoos 03-05,Aphodius striatulus,1,889
Insectendoos 03-05,Aphodius pollicatus,1,890
Insectendoos 03-05,Ataenius horticola,2,891
Insectendoos 03-05,Heptaulacus carinatus,2,892
Insectendoos 03-05,Heptaulacus sus,12,893
Insectendoos 03-05,Psammodius percicollis,2,894
Insectendoos 03-05,Psammodius sulcicollis,3,895
Insectendoos 03-05,Psammodius laevipennis,1,896
Insectendoos 03-05,Rhyssemus germanus,2,897
Insectendoos 03-05,Diasticus vulneratus,1,898
Insectendoos 03-05,Pleurophorus caesus,2,899
Insectendoos 03-05,Serica brunnea,10,900
Insectendoos 03-05,Homalopia ruricola,1,901
Insectendoos 03-05,Homalopia hericius,1,902
Insectendoos 03-05,Homalopia iris,1,903
Insectendoos 03-05,Homalopia spirea,1,904
Insectendoos 03-05,Euserica lucipeta,12,905
Insectendoos 03-05,Euserica mutatat,2,906
Insectendoos 03-05,Triodonta bucculenta,2,907
Insectendoos 03-05,Miltotrogus aequinoctialis,1,908
Insectendoos 03-05,Miltotrogus escherichi,1,909
Insectendoos 03-05,Amphimallon solstitialis,8,910
Insectendoos 03-05,Amphimallon ochraceum,1,911
Insectendoos 03-05,Amphimallon atrum,4,912
Insectendoos 03-05,Amphimallon ruficome,1,913
Insectendoos 03-05,Amphimallon assimile,2,914
Insectendoos 03-05,Amphimallon majale,8,915
Insectendoos 03-05,Amphimallon pini,1,916
Insectendoos 03-05,Amphimallon caucasium,9,917
Insectendoos 03-06,Amphimallon vidua,12,918
Insectendoos 03-06,Amphimallon funesta,14,919
Insectendoos 03-06,Amphimallon fieberi,6,920
Insectendoos 03-06,Amphimallon hungarica,17,921
Insectendoos 03-06,Gnorimus nobilis,9,922
Insectendoos 03-06,Gnorimus octopunctatus,4,923
Insectendoos 03-06,Trichius fasciatus,6,924
Insectendoos 03-06,Trichius zonatus,8,925
Insectendoos 03-06,Trichius sexualis,1,926
Insectendoos 03-06,Osmoderma eremita,1,927
Insectendoos 03-06,Heterocnemus graece,8,928
Insectendoos 05-01,Clerus mutillarius,6,929
Insectendoos 05-01,Thanasimus formicarius,10,930
Insectendoos 05-01,Tilloidea transversalis,12,931
Insectendoos 05-01,Trichodes apiarius,8,932
Insectendoos 05-01,Trichodes alvearius,8,933
Insectendoos 05-01,Trichodes favarius,1,934
Insectendoos 05-01,Trichodes leucopsideus,2,935
Insectendoos 05-01,Trichodes quadriguttatus,9,936
Insectendoos 05-01,Trichodes creticus,2,937
Insectendoos 05-01,Trichodes nobilis,3,938
Insectendoos 05-01,Trichodes heydeni,1,939
Insectendoos 05-01,Trichodes crabroniformis,8,940
