Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 10-12,Phaedon armoraciae,1,15
Insectendoos 10-12,Hydrothassa a.glabra,4,16
Insectendoos 10-12,Hydrothassa marginella,6,17
Insectendoos 10-12,Prasocuris phellandrii,4,18
Insectendoos 10-12,Prasocuris juncii,3,19
Insectendoos 10-12,Melasoma aenea,9,20
Insectendoos 10-12,Melasoma lapponica,20,21
Insectendoos 10-12,Melasoma 20-punctata,9,22
Insectendoos 10-12,Melasoma collaris,10,23
Insectendoos 10-12,Melasoma populi,12,24
Insectendoos 10-12,Melasoma tremulae,9,25
Insectendoos 10-12,Phytodecta viminalis,10,26
Insectendoos 10-12,Phytodecta rufipes,1,27
Insectendoos 10-12,Phytodecta linnaeanus,3,28
Insectendoos 10-12,Phytodecta olivaccus,12,29
Insectendoos 10-12,Phytodecta 5-punctatus,8,30
Insectendoos 10-13,Sphaeroderma testaceum,3,1
Insectendoos 10-13,Psylliodes picina,1,2
Insectendoos 10-13,Psylliodes chrysocephala,1,3
Insectendoos 10-13,Psylliodes dulcamarae,1,4
Insectendoos 10-13,Hispella atra,1,5
Insectendoos 10-13,Cassida viridis,6,6
Insectendoos 10-13,Cassida murraea,4,7
Insectendoos 10-13,Cassida nebulosa,7,8
Insectendoos 10-13,Cassida flaveola,1,9
Insectendoos 10-13,Cassida rubiginosa,8,10
Insectendoos 11-01,Mycetaea hirta,2,1
Insectendoos 11-01,Endomychus coccineus,11,2
Insectendoos 11-01,Lycoperdina bovistae,2,3
Insectendoos 11-01,Henosepilachna argus,10,4
Insectendoos 11-01,Henosepilachna elaterii,1,5
Insectendoos 11-01,Subcoccinella 24-punctata,12,6
Insectendoos 11-01,Coccidula scutellata,11,7
Insectendoos 11-01,Rhyzobius litura,1,8
Insectendoos 11-01,Rhyzobius chrysomeloides,6,9
Insectendoos 11-01,Scymnus apetzi,1,10
Insectendoos 11-01,Scymnus suturalis,11,11
Insectendoos 11-01,Scymnus mimulus,1,12
Insectendoos 11-01,Scymnus auritus,2,13
Insectendoos 11-01,Scymnus nigrinus,5,14
Insectendoos 11-01,Scymnus rufipes,1,15
Insectendoos 11-01,Platynaspis luteorubra,2,16
Insectendoos 11-01,Chilocorus bipostulatus,1,17
Insectendoos 11-01,Chilocorus renipostulatus,1,18
Insectendoos 11-01,Exochomus quadripustulatus,8,19
Insectendoos 11-01,Exochomus nigromaculatus,7,20
Insectendoos 11-01,Hyperaspis campestris,1,21
Insectendoos 11-01,Adonia variegata,11,22
Insectendoos 11-01,Aphidecta obliterata,14,23
Insectendoos 11-01,Hippodamia tredecimpunctata,9,24
Insectendoos 11-01,Hippodamia convergens,10,25
Insectendoos 11-01,Anisosticta novemdecimpunctata,8,26
Insectendoos 11-01,Semiadalia notata,9,27
Insectendoos 11-01,Semiadalia alpina,1,28
Insectendoos 11-01,Bulaea lichatschovi,1,29
Insectendoos 11-01,Tytthaspis sedecimpunctata,12,30
Insectendoos 11-01,Adalia conglomerata,1,31
Insectendoos 11-01,Adalia decempunctata,7,32
Insectendoos 11-01,Adalia bipunctata,8,33
Insectendoos 11-01,Coccinella hieroglypha,3,34
Insectendoos 11-01,Coccinella septempunctata,7,35
Insectendoos 11-01,Coccinella distincta,1,36
Insectendoos 11-01,Coccinella quinquepunctata,9,37
Insectendoos 11-01,Coccinella trifasciatus,1,38
Insectendoos 11-01,NN NN,9,39
Insectendoos 11-01,Coccinula 14-postulata,5,40
Insectendoos 11-01,Coccinula sinuatomarginata,1,41
Insectendoos 11-01,Synharmonia lyncea,2,42
Insectendoos 11-01,Synharmonia conglobata,8,43
Insectendoos 11-01,Synharmonia impustulata,3,44
Insectendoos 11-01,Harmonia quadripunctata,9,45
Insectendoos 11-01,NN NN,7,46
Insectendoos 11-01,Sospita vigintiguttata,2,47
Insectendoos 11-01,Calvia decemguttata,3,48
Insectendoos 11-01,Calvia quatordecimguttata,9,49
Insectendoos 11-01,Calvia quinquedecimguttata,1,50
Insectendoos 11-01,Propylea quatordecimpunctata,7,51
Insectendoos 11-01,Neomysia oblongoguttata,10,52
Insectendoos 11-01,Neomysia ocellata,12,53
Insectendoos 11-01,Halyzia sedecimguttata,3,54
Insectendoos 11-01,Vibidia duodecimguttata,2,55
Insectendoos 11-01,Thea vigintiduopunctata,8,56
Insectendoos 11-01,Aiolocaria mirabilis,1,57
Insectendoos 11-02,NN NN,8,1
Insectendoos 11-02,NN NN,11,2
Insectendoos 11-02,NN NN,3,3
Insectendoos 11-02,Corymbites virens,2,4
Insectendoos 11-02,Corymbites pectinicornis,4,5
Insectendoos 11-02,Corymbites heyeri,1,6
Insectendoos 11-02,Corymbites cupreus,2,7
Insectendoos 11-02,Corymbites purpureus,5,8
Insectendoos 11-02,Corymbites tesselatus,3,9
Insectendoos 11-02,Corymbites impressus,4,10
Insectendoos 11-02,Corymbites aeneus,18,11
Insectendoos 11-02,Corymbites cruciatus,1,12
Insectendoos 11-02,Prosternon holocericeus,11,13
Insectendoos 11-02,Ludius ferrugineus,4,14
Insectendoos 11-02,Agriotes aterrimus,4,15
Insectendoos 11-02,Agriotes pallidus,2,16
Insectendoos 11-02,Agriotes ustulatus,8,17
Insectendoos 11-02,Agriotes pilosus,3,18
Insectendoos 11-02,Agriotes sputator,1,19
Insectendoos 11-02,Agriotes lineatus,8,20
Insectendoos 11-02,Dolopius marginatus,10,21
Insectendoos 11-02,Sericus brunneus,2,22
Insectendoos 11-02,Adrastus limbatus,10,23
Insectendoos 11-02,Adrastus nitidulus,2,24
Insectendoos 11-02,NN NN,1,25
Insectendoos 11-03,NN NN,9,1
Insectendoos 11-03,Elater sanguineus,10,2
Insectendoos 11-03,Elater pomonae,2,3
Insectendoos 11-03,Elater sanguinolentus,2,4
Insectendoos 11-03,Elater ferrugatus,1,5
Insectendoos 11-03,Elater balteatus,10,6
Insectendoos 11-03,Elater praestus,2,7
Insectendoos 11-03,Porthmidius austriacus,7,8
Insectendoos 11-03,Hypnoidus riparius,13,9
Insectendoos 11-03,Hypnoidus 4-postulatus,2,10
Insectendoos 11-03,Hypnoidus pulchellus,15,11
Insectendoos 11-03,Hypnoidus meridionalis,10,12
Insectendoos 11-03,Cardiophorus gramineus,1,13
Insectendoos 11-03,Cardiophorus erichsoni,6,14
Insectendoos 11-03,Cardiophorus asellus,2,15
Insectendoos 11-03,Cardiophorus cinereus,9,16
Insectendoos 11-03,Melanotus rufipes,6,17
Insectendoos 11-03,Melanotus punctolineatus,8,18
Insectendoos 11-03,Melanotus brunnipes,4,19
Insectendoos 11-03,Limonius aeruginosus,6,20
Insectendoos 11-03,Pheletes aeneoniger,11,21
Insectendoos 11-03,Pheletes quercus,1,22
Insectendoos 11-03,Athous villosus,2,23
Insectendoos 11-03,Athous hirtus,2,24
Insectendoos 11-03,Athous niger,4,25
Insectendoos 11-03,Athous vittatus,4,26
Insectendoos 11-04,NN NN,6,1
Insectendoos 11-04,Brachypterus urticae,6,2
Insectendoos 11-04,Brachypterus pulicarius,1,3
Insectendoos 11-04,Melighetes rufipes,2,4
Insectendoos 11-04,Melighetes coeruleovirens,2,5
Insectendoos 11-04,Melighetes aeneus,16,6
Insectendoos 11-04,Melighetes viridescens,16,7
Insectendoos 11-04,Melighetes hoemorrhoidalis,1,8
Insectendoos 11-04,Melighetes symphyti,2,9
Insectendoos 11-05,Malthodes mysticus,2,1
Insectendoos 11-05,Malthodes minimus,2,2
Insectendoos 11-05,Drilus flavescens,1,3
Insectendoos 11-05,Charopes flavipes,1,4
Insectendoos 11-05,Axinotarsus ruficollis,2,5
Insectendoos 11-05,Axinotarsus pulicarius,10,6
Insectendoos 11-05,Axinotarsus marginalis,3,7
Insectendoos 11-05,Malachius aeneus,5,8
Insectendoos 11-05,Malachius marginellus,2,9
Insectendoos 11-05,Malachius bipostulatus,10,10
Insectendoos 11-05,Malachius viridis,3,11
Insectendoos 11-05,NN NN,10,12
Insectendoos 11-05,Anthocomus bipunctatus,6,13
Insectendoos 11-05,Anthocomus fasciatus,6,14
Insectendoos 11-05,Haplocnemus nigricornis,1,15
Insectendoos 11-05,Dasytes coeruleus,7,16
Insectendoos 11-05,Dasytes plumbeus,5,17
Insectendoos 11-05,Psilothrix cyaneus,8,18
Insectendoos 11-05,Dolichosoma lineare,3,19
Insectendoos 11-05,Danacaea pallipes,1,20
Insectendoos 11-05,Phlocophilus edwardai,4,21
Insectendoos 11-06,Cantharis fusca,5,1
Insectendoos 11-06,Cantharis rustica,9,2
Insectendoos 11-06,Cantharis obscuratus,1,3
Insectendoos 11-06,Cantharis nigricans,8,4
Insectendoos 11-06,Cantharis pullicida,1,5
Insectendoos 11-06,Cantharis livida,5,6
Insectendoos 11-06,Cantharis figurata,1,7
Insectendoos 11-06,Cantharis rufa,4,8
Insectendoos 11-06,Cantharis pallida,8,9
Insectendoos 11-06,Cantharis fulvicollis,8,10
Insectendoos 11-06,Cantharis bicolor,2,11
Insectendoos 11-06,Cantharis paludosa,1,12
Insectendoos 11-06,Cantharis lateralis,7,13
Insectendoos 11-06,Cantharis haemorrhoidalis,5,14
Insectendoos 11-06,Rhagonycha weetniet,1,15
Insectendoos 11-06,Rhagonycha fulva,3,16
Insectendoos 11-06,Rhagonycha testacea,2,17
Insectendoos 11-06,Rhagonycha limbata,7,18
Insectendoos 11-06,Rhagonycha lingnosa,7,19
Insectendoos 11-06,Rhagonycha elongata,1,20
Insectendoos 11-06,Rhagonycha atra,10,21
Insectendoos 11-06,Absidia pilosa,1,22
Insectendoos 11-06,Malthinus flaveolus,3,23
Insectendoos 11-07,Alophus triguttatus,1,1
Insectendoos 11-07,Alophus Lepyrus,2,2
Insectendoos 11-07,Hyobius albietis,9,3
Insectendoos 11-07,Liparus germanus,15,4
Insectendoos 11-07,Pissodes notatus,3,5
Insectendoos 11-07,Pissodes pini,3,6
Insectendoos 11-07,Pissodes piniphilus,1,7
Insectendoos 11-07,Magdalis nitida,2,8
Insectendoos 11-07,Magdalis duplicata,1,9
Insectendoos 11-07,Magdalis frontalis,3,10
Insectendoos 11-07,Magdalis cerasi,1,11
Insectendoos 11-07,Magdalis barbicornis,1,12
Insectendoos 11-07,Magdalis ruficornis,1,13
Insectendoos 11-07,Anoplus plantaris,1,14
Insectendoos 11-07,Tanysphyrus lemnae,2,15
Insectendoos 11-07,Dicranthus elegans,4,16
Insectendoos 11-08,Codiosoma spadix,1,1
Insectendoos 11-08,Cossonus linearis,1,2
Insectendoos 11-08,Rhyncolus truncorum,1,3
Insectendoos 11-08,Mononychus punctum-album,1,4
Insectendoos 11-08,Rhytidosoma leucogaster,1,5
Insectendoos 11-08,Rhynoncus bruchoides,1,6
Insectendoos 11-08,Rhynoncus pericarpius,6,7
Insectendoos 11-08,Poaphagus sysimbrii,2,8
Insectendoos 11-08,Tapinotus sellatus,2,9
Insectendoos 11-08,Cidnorrhinus 4-maculatus,6,10
Insectendoos 11-08,Coeliodes erythroleucus,2,11
Insectendoos 11-08,Coeliodes rubicundus,2,12
Insectendoos 11-08,Coeliodes ruber,1,13
Insectendoos 11-08,Coeliodes trifasciatus,3,14
Insectendoos 11-09,Polydrosus impar,1,1
Insectendoos 11-09,Polydrosus sericeus,6,2
Insectendoos 11-09,Polydrosus chrysomela,2,3
Insectendoos 11-09,Polydrosus cervinus,3,4
Insectendoos 11-09,Barypithes pellucidus,1,5
Insectendoos 11-09,Barypithes araneiformis,2,6
Insectendoos 11-09,Barypithes tener,1,7
Insectendoos 11-09,Brachyderus incanus,3,8
Insectendoos 11-09,Strophosomus melanogrammus,6,9
Insectendoos 11-09,Strophosomus fulvicornis,5,10
Insectendoos 11-09,Strophosomus laber,5,11
Insectendoos 11-09,Strophosomus retusus,2,12
Insectendoos 11-09,Strophosomus obscurus,1,13
Insectendoos 11-09,Liophloeus tesselatus,1,14
Insectendoos 11-09,Sitona gressorius,1,15
Insectendoos 11-09,Sitona griseus,2,16
Insectendoos 11-09,Sitona regensteinensis,4,17
Insectendoos 11-09,Sitona lineatus,6,18
Insectendoos 11-09,Sitona suturalis,2,19
Insectendoos 11-09,Sitona sulcifrons,2,20
Insectendoos 11-09,Sitona gemmelatus,1,21
Insectendoos 11-09,Sitona puncticollis,1,22
Insectendoos 11-09,Sitona flavescens,3,23
Insectendoos 11-10,Apion aeneum,17,1
Insectendoos 11-10,Apion rufirostre,13,2
Insectendoos 11-11,Lignyodes hortulanus,4,1
Insectendoos 11-11,Lignyodes olivieri,2,2
Insectendoos 12-01,Trechus quadristriatus,7,1
Insectendoos 12-01,Trechus quadristriatus v. oblusus,5,2
Insectendoos 12-01,Lasiotrechus discus,6,3
Insectendoos 12-01,Pogonus chalceus,16,4
Insectendoos 12-01,Patrobus excavatus,7,5
Insectendoos 12-01,Perigona nigriceps,2,6
Insectendoos 12-01,Panagaeus crux major,14,7
Insectendoos 12-01,Callistus lunatus,2,8
Insectendoos 12-01,Chlaenius velutinus,3,9
Insectendoos 12-01,NN NN,13,10
Insectendoos 12-01,Chlaeniellus nitidulus,1,11
Insectendoos 12-01,Chlaeniellus vestitus,7,12
Insectendoos 12-01,Oodes helopioides,12,13
Insectendoos 12-01,Badister unipustulatus,4,14
Insectendoos 12-01,Badister bipustulatus,8,15
Insectendoos 12-01,Badister bipustulatus a. lacertosus,3,16
Insectendoos 12-01,Badister sodalis,3,17
Insectendoos 12-01,Baudia peltatus,2,18
Insectendoos 12-01,Ophonus sabulicola,3,19
Insectendoos 12-01,Ophonus obscurus,1,20
Insectendoos 12-01,Metophonus brevicollis,2,21
Insectendoos 12-01,Metophonus cordatus,1,22
Insectendoos 12-01,Metophonus azureus,4,23
Insectendoos 12-01,Metophonus puncticollis,3,24
Insectendoos 12-01,Metophonus puncticeps,2,25
Insectendoos 12-01,Pseudophones pubescens,10,26
Insectendoos 12-01,Pseudophones griseus,1,27
Insectendoos 12-01,Harpalus aeneus,13,28
Insectendoos 12-01,NN NN,4,29
Insectendoos 12-01,Harpalus smaragdinus,1,30
Insectendoos 12-01,Harpalus dimidiatus,2,31
Insectendoos 12-01,NN NN,7,32
Insectendoos 12-01,Harpalus rubripes,2,33
Insectendoos 12-01,Harpalus honestus,2,34
Insectendoos 12-01,Harpalus rufitarsis,1,35
Insectendoos 12-02,Actedium pallidipenne,12,1
Insectendoos 12-02,Testedium bipunctatum,8,2
Insectendoos 12-02,Eupetedroma dentellum,8,3
Insectendoos 12-02,Notaphus varium,13,4
Insectendoos 12-02,Notaphus obliquum,6,5
Insectendoos 12-02,Notaphus adustum,8,6
Insectendoos 12-02,Daniela tabiata,3,7
Insectendoos 12-02,Peryphiolus monticola,1,8
Insectendoos 12-02,Peryphus nitidulum,6,9
Insectendoos 12-02,Peryphus stephensi,11,10
Insectendoos 12-02,Peryphus milleri,3,11
Insectendoos 12-02,Peryphus lunatum,2,12
Insectendoos 12-02,Peryphus repestre,4,13
Insectendoos 12-02,Peryphus ustulatum,12,14
Insectendoos 12-02,Peryphus femoratum,12,15
Insectendoos 12-02,Peryphus testaceum,1,16
Insectendoos 12-02,Peryphus fluviatile,6,17
Insectendoos 12-02,Perigonium decorum,12,18
Insectendoos 12-02,Nepha illigeri,13,19
Insectendoos 12-02,Synechostictus stomoides,11,20
Insectendoos 12-02,Synechostictus elongatum,13,21
Insectendoos 12-02,Semicampa gilvipes,1,22
Insectendoos 12-02,Diplocampa fumigatum,10,23
Insectendoos 12-02,Diplocampa assimile,11,24
Insectendoos 12-02,Emphanes normannum,6,25
Insectendoos 12-02,Emphanes minimum,10,26
Insectendoos 12-02,Bembidion humerale,6,27
Insectendoos 12-02,Bembidion quadrimaculatum,12,28
Insectendoos 12-02,Bembidion quadriguttatum,1,29
Insectendoos 12-02,Trepanodoris doris,15,30
Insectendoos 12-02,Trepanes articulatum,12,31
Insectendoos 12-02,Trepanes octomaculatum,6,32
Insectendoos 12-02,Philochthus biguttatum,3,33
Insectendoos 12-02,Philochthus aeneum,2,34
Insectendoos 12-02,Philochthus mannerheimi,8,35
Insectendoos 12-02,Philochthus guttata,6,36
Insectendoos 12-02,Philochthus lunulatum,1,37
Insectendoos 12-02,Philochthus iricolor,1,38
Insectendoos 12-02,Cillenus lateralis,1,39
Insectendoos 12-02,Ocys harpaloides,4,40
Insectendoos 12-02,Tachys bistriatus,4,41
Insectendoos 12-02,Tachyura parvulus,8,42
Insectendoos 12-02,Tachyta nana,1,43
Insectendoos 12-02,Perileptus areolatus,1,44
Insectendoos 12-03,NN NN,4,1
Insectendoos 12-03,NN NN,1,2
Insectendoos 12-03,Cyrtonotus aulica,2,3
Insectendoos 12-03,Cyrtonotus convexiuscula,6,4
Insectendoos 12-03,Percosia equestris,1,5
Insectendoos 12-03,Zabrus tenebrioides,2,6
Insectendoos 12-03,Stomis pumicatus,6,7
Insectendoos 12-03,Poecilus lepides,9,8
Insectendoos 12-03,Poecilus cupreus,12,9
Insectendoos 12-03,Poecilus coeresculens,6,10
Insectendoos 12-03,Lagarus vernalis,14,11
Insectendoos 12-03,Bothriopterus oblongopunctatus,16,12
Insectendoos 12-03,Bothriopterus angustatus,2,13
Insectendoos 12-03,Platysma niger,9,14
Insectendoos 12-03,Omaseus vulgaris,9,15
Insectendoos 12-03,Melanius nigritus,8,16
Insectendoos 12-03,Melanius anthracinus,3,17
Insectendoos 12-03,Melanius gracilis,1,18
Insectendoos 12-03,Melanius minor,6,19
Insectendoos 12-03,Argutor strenuus,10,20
Insectendoos 12-03,Argutor diligens,5,21
Insectendoos 12-03,Steropus madidus,11,22
Insectendoos 12-03,Abax ater,13,23
Insectendoos 12-03,Abax carinatus,2,24
Insectendoos 12-03,Molops piceus,1,25
Insectendoos 12-03,Calathus fuscipes,10,26
Insectendoos 12-03,Calathus erratus,11,27
Insectendoos 12-03,Calathus ambiguus,1,28
Insectendoos 12-03,Calathus micropterus,8,29
Insectendoos 12-03,Calathus melanocephalus,10,30
Insectendoos 12-03,Calathus mollis,3,31
Insectendoos 12-03,Calathus piceus,9,32
Insectendoos 12-03,Pristonichus terricola,5,33
Insectendoos 12-03,Dolichus halensis,1,34
Insectendoos 12-03,Synuchus nivalis,2,35
Insectendoos 12-03,Olisthopus rotundatus,10,36
Insectendoos 12-03,Agonum sexpunctatus,9,37
Insectendoos 12-03,Agonum marginatus,8,38
Insectendoos 12-03,Agonum muelleri,11,39
Insectendoos 12-04,NN NN,1,1
Insectendoos 12-04,NN NN,5,2
Insectendoos 12-04,NN NN,1,3
Insectendoos 12-04,NN NN,2,4
Insectendoos 12-04,NN NN,4,5
Insectendoos 12-04,Stenolophus teutonus,17,6
Insectendoos 12-04,Stenolophus skrimshiranus,4,7
Insectendoos 12-04,Stenolophus mixtus,9,8
Insectendoos 12-04,Acupalpus flavicollis,6,9
Insectendoos 12-04,Acupalpus meridianus,5,10
Insectendoos 12-04,Acupalpus dorsalis,10,11
Insectendoos 12-04,Acupalpus a. dubius,6,12
Insectendoos 12-04,Acupalpus exiguus,2,13
Insectendoos 12-04,Bradycellus similis,8,14
Insectendoos 12-04,Bradycellus verbasci,4,15
Insectendoos 12-04,Bradycellus distinctus v. harpalinus,6,16
Insectendoos 12-04,Bradycellus collaris,1,17
Insectendoos 12-04,Trichocellus placidus,9,18
Insectendoos 12-04,Dicheirotrichus pubescens,7,19
Insectendoos 12-04,Diachromus germanus,2,20
Insectendoos 12-04,Anisodactylus binotatus,9,21
Insectendoos 12-04,Amara strenua,1,22
Insectendoos 12-04,Amara similis,2,23
Insectendoos 12-04,Amara ovata,2,24
Insectendoos 12-04,Amara communis,9,25
Insectendoos 12-04,Amara lunicollis,8,26
Insectendoos 12-04,Amara curta,1,27
Insectendoos 12-04,Amara aenea,5,28
Insectendoos 12-04,Amara spreta,15,29
Insectendoos 12-04,Amara familiaris,3,30
Insectendoos 12-04,Amara anthobia,1,31
Insectendoos 12-04,Amara tibialis,6,32
Insectendoos 12-04,Amara bifrons,6,33
Insectendoos 12-04,Amara apricaria,1,34
Insectendoos 12-04,Amara fulva,4,35
Insectendoos 12-05,Leistus spinibarbis,5,1
Insectendoos 12-05,Leistus rufomarginatus,10,2
Insectendoos 12-05,NN NN,5,3
Insectendoos 12-05,NN NN,12,4
Insectendoos 12-05,Leistus ferrugineus,8,5
Insectendoos 12-05,Nebria livida,1,6
Insectendoos 12-05,Nebria livida v. lateralis,11,7
Insectendoos 12-05,Nebria picicornis,1,8
Insectendoos 12-05,Nebria brevicollis,13,9
Insectendoos 12-05,NN NN,8,10
Insectendoos 12-05,Notiophilus pussilus,5,11
Insectendoos 12-05,Notiophilus aquaticus,6,12
Insectendoos 12-05,Notiophilus palustris,9,13
Insectendoos 12-05,Notiophilus hypocrita,1,14
Insectendoos 12-05,Notiophilus substriatus,5,15
Insectendoos 12-05,Notiophilus rufipes,2,16
Insectendoos 12-05,Notiophilus biguttatus,10,17
Insectendoos 12-05,Blethisa multipunctata,1,18
Insectendoos 12-05,Elaphrus uliginosus,1,19
Insectendoos 12-05,Elaphrus cupreus,14,20
Insectendoos 12-05,Elaphrus riparius,23,21
Insectendoos 12-05,Elaphrus aureus,4,22
Insectendoos 12-05,Elaphrus ullrichi,1,23
Insectendoos 12-05,Lorocera pilicornis,13,24
Insectendoos 12-05,Clivina fossor,12,25
Insectendoos 12-05,Clivina collaris,12,26
Insectendoos 12-05,Dyschirius arenosus,8,27
Insectendoos 12-05,Dyschirius obscurus,8,28
Insectendoos 12-05,Dyschirius nitidus,1,29
Insectendoos 12-05,Dyschirius politus,1,30
Insectendoos 12-05,Dyschirius impunctipennis,4,31
Insectendoos 12-05,Dyschirius salinus,6,32
Insectendoos 12-05,Dyschirius aeneus,4,33
Insectendoos 12-05,Dyschirius luedersi,2,34
Insectendoos 12-05,Dyschirius intermedius,1,35
Insectendoos 12-05,Dyschirius laeviusculus,1,36
Insectendoos 12-05,Dyschirius angustatus v. semistriatus,1,37
Insectendoos 12-05,Dyschirius globosus,10,38
Insectendoos 12-05,Omophron limbatum,11,39
Insectendoos 12-05,Broscus cephalotes,8,40
Insectendoos 12-05,Asaphidion pallipes,4,41
Insectendoos 12-05,Asaphidion flavipes,6,42
Insectendoos 12-05,Bracteon striatum,7,43
Insectendoos 12-05,Chrysobracteon argenteolum,6,44
Insectendoos 12-05,Chrysobracteon velox,8,45
Insectendoos 12-05,Litereobracteon litorale,10,46
Insectendoos 12-05,Neja nigricorne,6,47
Insectendoos 12-05,Metallina lampros,9,48
Insectendoos 12-05,Metallina lampros v. properans,2,49
Insectendoos 12-05,Princidium punctulatum,8,50
Insectendoos 12-06,Agonum versutus,3,1
Insectendoos 12-06,Agonum viduus,2,2
Insectendoos 12-06,Agonum viduus v. moestus,11,3
Insectendoos 12-06,Agonum lugens,1,4
Insectendoos 12-06,Batenus livens,13,5
Insectendoos 12-06,Europhilus micans,7,6
Insectendoos 12-06,Europhilus scitulus,1,7
Insectendoos 12-06,Europhilus piceum,14,8
Insectendoos 12-06,Europhilus fuliginosus,8,9
Insectendoos 12-06,Europhilus thoreyi,12,10
Insectendoos 12-06,Limodromus assimilis,10,11
Insectendoos 12-06,Anchomenus ruficornis,12,12
Insectendoos 12-06,Anchus obscurus,10,13
Insectendoos 12-06,Idiochroma dorsalis,14,14
Insectendoos 12-06,Masoreus wetterhali,3,15
Insectendoos 12-06,Lebia chlorocephala,1,16
Insectendoos 12-06,Lebia crux minor,1,17
Insectendoos 12-06,Lebia scapularis,1,18
Insectendoos 12-06,Demetrias atricapillus,7,19
Insectendoos 12-06,Demetrias monostigma,9,20
Insectendoos 12-06,Demetrias imperialis,13,21
Insectendoos 12-06,Dromius linearis,7,22
Insectendoos 12-06,Dromius agilis,1,23
Insectendoos 12-06,Dromius quadrimaculatus,8,24
Insectendoos 12-06,Dromius quadrinotatus,4,25
Insectendoos 12-06,Dromius quadrisignatus,1,26
Insectendoos 12-06,Dromius sima,1,27
Insectendoos 12-06,Dromius melanocephalus,11,28
Insectendoos 12-06,Metabletus truncatellus,2,29
Insectendoos 12-06,Metabletus foveatus,7,30
Insectendoos 12-06,Microlestes minutulus,3,31
Insectendoos 12-06,Lionychus quadrillum,4,32
Insectendoos 12-06,Cimidis humeralis,1,33
Insectendoos 12-06,Cimidis axillaris,2,34
Insectendoos 12-06,Cimidis vaporarorium,5,35
Insectendoos 12-06,Odacantha melanura,17,36
Insectendoos 12-06,Brachynus crepitans,15,37
Insectendoos 12-06,Brachynus sclopeta,2,38
Insectendoos 12-06,Brachynus explodens,4,39
Insectendoos 12-07,NN NN,375,1
Insectendoos 12-08,Scolytus ratzeburgi,1,1
Insectendoos 12-08,Scolytus scolytus,3,2
Insectendoos 12-08,Scolytus mali..,1,3
Insectendoos 12-08,Scolytus intricatus,11,4
Insectendoos 12-08,Hylesinus crenatus,1,5
Insectendoos 12-08,Pteleobius vittatus,1,6
Insectendoos 12-08,Phloeophthorus rododactylus,2,7
Insectendoos 12-08,Hylurgops pilliatus,1,8
Insectendoos 12-08,Hylastes ater,4,9
Insectendoos 12-08,Hylastes ater v. brunneus,1,10
Insectendoos 12-08,Hylastes cunicularius,1,11
Insectendoos 12-08,Tomicus minor,4,12
Insectendoos 12-08,Crypturgus pusillus,3,13
Insectendoos 12-08,Dryocoetes autographus,8,14
Insectendoos 12-08,Dryocoetes villosus,1,15
Insectendoos 12-08,Xyloterus domesticus,1,16
Insectendoos 12-08,Xyloterus lineatus,1,17
Insectendoos 12-08,Cryphalus abietis,1,18
Insectendoos 12-09,Scirtes hemisphaericus,5,1
Insectendoos 12-09,Dryops luridus,10,2
Insectendoos 12-09,Helmis maugei,4,3
Insectendoos 12-09,Georyssus crenulatus,2,4
Insectendoos 12-09,Heterocerus flexuosus,11,5
Insectendoos 12-09,Heterocerus obsoletus,10,6
Insectendoos 12-09,Heterocerus marginatus,14,7
Insectendoos 12-09,Heterocerus fenestratus,14,8
Insectendoos 12-09,Heterocerus fusculatus,6,9
Insectendoos 12-09,Heterocerus bispidulus,8,10
Insectendoos 12-09,Heterocerus crinitus,2,11
Insectendoos 12-09,Dermestus vulpinus,11,12
Insectendoos 12-09,Dermestus frischi,1,13
Insectendoos 12-09,Dermestus murinus,11,14
Insectendoos 12-09,Dermestus undulatus,3,15
Insectendoos 12-10,NN NN,41,1
Insectendoos 12-11,NN NN,366,1
Insectendoos 12-12,Aesalus scarabaeoides,1,1
Insectendoos 12-12,Sinodendron cylindricum,11,2
Insectendoos 12-12,Dorcus parallelipipedus,15,3
Insectendoos 12-12,Platycerus spinniger,1,4
Insectendoos 12-12,Platycerus caraboides,7,5
Insectendoos 12-12,Lucanus tetraodon,4,6
Insectendoos 12-12,Lucanus cervus,15,7
Insectendoos 12-12,Pseudolucanus barbarossa,1,8
Insectendoos 12-13,Stilbus testaceus,2,1
Insectendoos 12-13,Stilbus oblingus,2,2
Insectendoos 12-13,Lathridius lardarius,6,3
Insectendoos 12-13,Lathridius nodifer,3,4
Insectendoos 12-13,Enicmus minutus,2,5
Insectendoos 12-13,Enicmus transversus,5,6
Insectendoos 12-13,Cartodere elongata,4,7
Insectendoos 12-13,Cartodere ruficollis,3,8
Insectendoos 12-13,Corticarina gibbosa,12,9
Insectendoos 12-13,Corticarina fuscula,2,10
Insectendoos 12-13,Litargus connexus,10,11
Insectendoos 12-13,Mycetophagus quadripustulatus,1,12
Insectendoos 12-13,Mycetophagus atomarius,7,13
Insectendoos 12-13,Mycetophagus multipunctatus,3,14
Insectendoos 12-13,Typhaea stercorea,1,15
Insectendoos 12-14,Gynandrphthalma cyanea,4,1
Insectendoos 12-14,Gynandrphthalma aurita,2,2
Insectendoos 12-14,Pachybrachis hieroglyphicus,1,3
Insectendoos 12-14,Cryptocephalus bipunctatus,6,4
Insectendoos 12-14,Cryptocephalus biguttatus,7,5
